CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,Number of Dependents,Mobile App Usage,Marketing Number of Cold Call,Marketing Number of Email,Marketing Number of SMS
3549-ZTMNH,1,0.0,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Bank transfer (automatic),24.0,No,,,27.0,25.0,
7881-INRLC,1,0.0,No,No,45.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),100.85,Yes,,,52.0,,491.0
8033-ATFAS,0,0.0,Yes,Yes,39.0,Yes,No,DSL,No,No,Yes,No,,No,Month-to-month,Yes,Mailed check,59.85,No,4.0,Yes,125.0,,
1635-NZATJ,1,,Yes,No,71.0,,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),25.45,No,0.0,Yes,161.0,,705.0
0562-HKHML,1,0.0,Yes,Yes,71.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,No,,,181.0,,795.0
8277-RVRSV,0,0.0,Yes,Yes,,,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,No,2.0,Yes,123.0,,312.0
9943-VSZUV,1,,No,,67.0,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,No,0.0,,168.0,157.0,823.0
0117-LFRMW,1,0.0,,Yes,,,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,Yes,1.0,Yes,153.0,130.0,440.0
6172-FECYY,1,0.0,Yes,,49.0,Yes,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Yes,5.0,Yes,,110.0,493.0
7054-ENNGU,0,,,,,Yes,No,DSL,No,Yes,No,,No,,Month-to-month,No,Mailed check,50.85,No,0.0,Yes,36.0,31.0,
1455-HFBXA,1,0.0,Yes,No,,Yes,Yes,Fiber optic,Yes,,Yes,Yes,No,,Two year,Yes,Credit card (automatic),91.6,No,,Yes,,,
1628-BIZYP,1,0.0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,No,0.0,No,3.0,5.0,9.0
1965-AKTSX,0,1.0,No,No,,Yes,Yes,Fiber optic,No,,No,No,No,No,Month-to-month,,Electronic check,78.95,Yes,0.0,,,,95.0
0082-LDZUE,1,0.0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,44.3,No,0.0,Yes,,,
4786-UKSNZ,1,0.0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,20.2,Yes,0.0,Yes,8.0,6.0,9.0
0856-NAOES,1,0.0,No,No,,Yes,No,,No,No,Yes,No,,,Month-to-month,,Mailed check,60.9,No,0.0,,,22.0,61.0
1976-AZZPJ,1,,,No,7.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,No,0.0,,16.0,21.0,
7248-VZQLC,0,1.0,No,,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,,Month-to-month,,Bank transfer (automatic),85.2,Yes,0.0,No,,49.0,
6156-UZDLF,0,,No,No,,Yes,No,Fiber optic,Yes,,Yes,Yes,,No,One year,Yes,Credit card (automatic),87.15,No,0.0,No,92.0,217.0,304.0
3099-OONVS,1,0.0,Yes,Yes,25.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,,Electronic check,54.3,No,1.0,Yes,56.0,58.0,272.0
5183-KLYEM,0,0.0,,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,Credit card (automatic),112.75,No,,,,224.0,
5144-PQCDZ,1,0.0,No,No,,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,Yes,Mailed check,19.95,No,0.0,,14.0,13.0,37.0
6625-IUTTT,1,0.0,No,,,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,No,,,166.0,,
9355-NPPFS,0,,,,26.0,,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,No,0.0,No,80.0,90.0,
0068-FIGTF,0,0.0,No,,27.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,No,0.0,,87.0,101.0,253.0
5965-GGPRW,1,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,No,2.0,,179.0,169.0,746.0
8035-PWSEV,0,0.0,No,No,,,No,Fiber optic,No,,Yes,Yes,No,,Month-to-month,Yes,Electronic check,89.25,No,0.0,,14.0,,69.0
2236-HILPA,1,,Yes,,62.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,No,,No,162.0,143.0,
1356-MKYSK,1,0.0,,No,6.0,Yes,No,DSL,Yes,,Yes,Yes,,Yes,Month-to-month,No,Credit card (automatic),78.65,No,,Yes,24.0,,
6080-LNESI,1,0.0,No,No,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,No,0.0,,103.0,119.0,639.0
5828-DWPIL,1,1.0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,,Yes,No,No,,Month-to-month,,Electronic check,89.1,No,0.0,,178.0,,802.0
0011-IGKFF,1,1.0,Yes,No,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,,Month-to-month,,Electronic check,98.0,Yes,0.0,,72.0,68.0,151.0
4192-GORJT,1,0.0,Yes,No,,Yes,No,Fiber optic,No,No,Yes,No,,Yes,Month-to-month,Yes,Electronic check,94.45,Yes,0.0,No,,20.0,
6496-SLWHQ,1,1.0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,Yes,0.0,,,,17.0
9912-GVSEQ,0,1.0,Yes,,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,Yes,0.0,,60.0,60.0,
2931-FSOHN,1,1.0,No,,,,No,DSL,No,Yes,No,No,,No,Month-to-month,Yes,Electronic check,59.9,No,0.0,,46.0,,118.0
9418-RUKPH,0,0.0,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.95,No,,Yes,148.0,139.0,502.0
5383-MMTWC,0,1.0,Yes,,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.0,Yes,0.0,No,21.0,23.0,
9971-ZWPBF,1,1.0,Yes,Yes,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,No,,,,71.0,
4712-AUQZO,1,,No,No,18.0,,No phone service,,Yes,,Yes,No,,No,Month-to-month,No,Mailed check,33.6,No,0.0,,38.0,46.0,
9711-FJTBX,1,0.0,Yes,,,Yes,No,Fiber optic,No,Yes,Yes,Yes,,No,One year,,Mailed check,85.85,No,2.0,,,,690.0
2908-ZTPNF,0,0.0,No,No,,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),34.85,No,0.0,,127.0,140.0,
7240-ETPTR,0,0.0,Yes,No,9.0,No,No phone service,DSL,No,,Yes,No,,Yes,Month-to-month,Yes,Electronic check,48.75,Yes,,No,,,46.0
2202-CUYXZ,1,0.0,No,No,,Yes,No,Fiber optic,No,No,Yes,No,,No,Month-to-month,Yes,Electronic check,84.85,Yes,0.0,Yes,2.0,2.0,
5995-OIGLP,1,0.0,No,No,12.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,Yes,,,47.0,41.0,101.0
8421-WZOOW,0,1.0,Yes,Yes,,Yes,No,Fiber optic,No,Yes,Yes,Yes,,No,Month-to-month,,,95.3,No,,No,214.0,222.0,517.0
6261-RCVNS,0,0.0,No,No,42.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,Yes,,No,12.0,7.0,375.0
7951-QKZPL,0,0.0,Yes,Yes,,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,,Two year,Yes,,24.5,Yes,4.0,,278.0,,345.0
8756-RDDLT,0,,,No,68.0,,No phone service,DSL,No,Yes,No,,No,,Month-to-month,,Electronic check,44.95,No,,,220.0,230.0,776.0
2862-PFNIK,1,,No,Yes,1.0,,No phone service,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,24.7,No,1.0,,3.0,,9.0
5816-QVHRX,0,0.0,No,No,37.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),100.3,No,,Yes,,,356.0
4430-YHXGG,0,0.0,No,,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,,,25.45,No,4.0,Yes,12.0,,
6888-SBYAI,1,0.0,No,No,,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,No,,Yes,3.0,,13.0
7395-XWZOY,1,,No,No,20.0,No,No phone service,DSL,Yes,Yes,Yes,,Yes,,Month-to-month,Yes,Credit card (automatic),55.0,No,0.0,,68.0,61.0,
7169-YWAMK,1,0.0,Yes,Yes,,,No,DSL,Yes,,No,Yes,,No,Two year,No,Bank transfer (automatic),68.4,No,1.0,Yes,239.0,241.0,
3640-PHQXK,0,0.0,No,No,,,Yes,Fiber optic,No,,Yes,No,No,Yes,Month-to-month,,Electronic check,89.9,Yes,0.0,,36.0,32.0,261.0
6877-LGWXO,1,1.0,Yes,No,,Yes,No,Fiber optic,No,,No,No,No,,Month-to-month,,Electronic check,78.55,Yes,,,,41.0,
6859-RKMZJ,1,0.0,Yes,No,11.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,No,0.0,,32.0,,123.0
2729-VNVAP,0,0.0,,Yes,33.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Credit card (automatic),19.8,No,3.0,Yes,,100.0,
2957-JIRMN,0,1.0,No,No,62.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,,One year,No,Electronic check,84.45,No,0.0,No,213.0,195.0,
2049-BAFNW,0,0.0,No,,,No,No phone service,DSL,No,No,Yes,Yes,,,Month-to-month,No,Mailed check,35.9,No,0.0,Yes,3.0,,
3842-QTGDL,1,0.0,Yes,No,,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,No,0.0,,64.0,55.0,
9782-LGXMC,0,,Yes,Yes,49.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,,Bank transfer (automatic),61.75,No,2.0,Yes,,175.0,675.0
5975-BAICR,1,0.0,,Yes,36.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,,Credit card (automatic),63.7,No,1.0,,,88.0,366.0
8019-ENHXU,1,0.0,Yes,,42.0,Yes,Yes,,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,Yes,0.0,,242.0,230.0,456.0
5167-GBFRE,1,,No,No,4.0,,No phone service,DSL,No,No,No,No,No,No,Month-to-month,,,25.2,Yes,,No,6.0,5.0,33.0
9033-EOXWV,0,,No,No,12.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,,Mailed check,74.05,Yes,,Yes,4.0,,62.0
4673-KKSLS,0,0.0,No,No,,,No,Fiber optic,Yes,No,Yes,Yes,,No,Month-to-month,No,Electronic check,87.6,No,,,69.0,80.0,358.0
4853-OITSN,1,,Yes,No,,,Yes,Fiber optic,Yes,No,No,No,No,,Month-to-month,,Electronic check,89.15,No,0.0,,11.0,15.0,
9800-OUIGR,1,0.0,,,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,No,3.0,,255.0,198.0,
1324-NLTJE,0,,No,,15.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,Yes,0.0,,91.0,96.0,150.0
2324-EFHVG,1,0.0,No,No,64.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,No,,,134.0,140.0,773.0
7094-MSZAO,1,0.0,Yes,,10.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,,20.05,No,3.0,No,39.0,38.0,101.0
1522-VVDMG,1,0.0,Yes,Yes,7.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,Yes,2.0,,9.0,9.0,
6907-CQGPN,1,0.0,No,,,No,No phone service,DSL,No,Yes,No,Yes,,No,Month-to-month,No,Electronic check,34.3,No,0.0,,,88.0,
0780-XNZFN,1,,No,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,No,,,199.0,213.0,773.0
0239-OXEXL,0,0.0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,,No,Month-to-month,No,Mailed check,84.25,No,0.0,Yes,96.0,117.0,
7049-GKVZY,0,0.0,,No,17.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,,Credit card (automatic),79.85,No,0.0,,,,181.0
0212-ISBBF,0,0.0,No,No,22.0,No,No phone service,DSL,No,,No,No,,,Month-to-month,,Electronic check,50.35,No,,Yes,83.0,79.0,249.0
9185-TQCVP,1,,Yes,No,,,Yes,Fiber optic,No,No,No,No,,,Month-to-month,,Electronic check,85.15,Yes,,,102.0,91.0,
3585-YNADK,0,0.0,Yes,No,,Yes,Yes,DSL,No,,Yes,Yes,,,One year,,Bank transfer (automatic),74.6,No,0.0,Yes,165.0,,575.0
5271-DBYSJ,1,1.0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,,Credit card (automatic),79.15,No,0.0,No,38.0,34.0,117.0
1099-GODLO,0,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,,,20.35,No,3.0,Yes,,,11.0
6828-HMKWP,1,,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,,Bank transfer (automatic),21.05,No,2.0,,,46.0,123.0
5567-WSELE,1,1.0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,,Electronic check,94.6,Yes,0.0,No,,,
1472-TNCWL,1,0.0,No,,36.0,Yes,No,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,,94.7,No,1.0,No,,96.0,438.0
8063-RJYNF,1,0.0,No,No,16.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,,,94.25,Yes,,,90.0,,
2080-GKCWQ,1,0.0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,74.95,No,,,6.0,,22.0
9661-ACXBS,0,,,No,42.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,Yes,,,53.0,49.0,445.0
5656-JAMLX,1,0.0,No,No,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,,Bank transfer (automatic),19.85,No,0.0,No,139.0,130.0,753.0
3462-BJQQA,0,0.0,No,No,6.0,Yes,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,No,0.0,,24.0,,84.0
6733-LRIZX,1,0.0,No,No,35.0,,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,,108.95,No,0.0,,,99.0,387.0
9503-XJUME,1,0.0,No,Yes,52.0,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,,Credit card (automatic),19.65,No,,,,180.0,
4367-NHWMM,0,0.0,No,No,1.0,No,No phone service,DSL,No,,No,No,No,No,Month-to-month,,Mailed check,24.9,No,0.0,,3.0,2.0,
3727-RJMEO,1,0.0,Yes,,6.0,Yes,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,Yes,0.0,,26.0,30.0,62.0
3779-OSWCF,0,0.0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,No,Credit card (automatic),93.2,No,,,,258.0,701.0
3915-ODIYG,1,1.0,No,,60.0,Yes,Yes,DSL,Yes,Yes,No,No,,Yes,One year,Yes,,71.75,No,0.0,No,132.0,130.0,622.0
1360-RCYRT,1,0.0,Yes,Yes,,No,No phone service,DSL,No,No,No,Yes,,,Month-to-month,,,30.35,No,3.0,Yes,49.0,66.0,236.0
2724-FJDYW,1,0.0,No,,39.0,No,No phone service,DSL,No,No,Yes,Yes,,Yes,One year,No,Bank transfer (automatic),54.85,No,1.0,Yes,,,
4451-RWASJ,1,0.0,Yes,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,,,19.5,No,1.0,,38.0,,
6646-VRFOL,1,1.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,235.0,Yes,0.0,,321.0,,668.0
3460-TJBWI,1,0.0,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,No,3.0,,76.0,72.0,
5917-HBSDW,0,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Electronic check,19.35,No,1.0,,121.0,146.0,
5685-IIXLY,0,0.0,Yes,Yes,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,Yes,1.0,Yes,,,54.0
0956-ACVZC,0,0.0,,,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Credit card (automatic),94.1,No,,,211.0,180.0,633.0
2325-NBPZG,0,,No,No,3.0,,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,74.55,No,,,11.0,,
4482-FTFFX,1,0.0,No,No,,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,No,0.0,,15.0,17.0,
8859-DZTGQ,1,0.0,No,,33.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.35,No,,,74.0,,414.0
0440-MOGPM,0,0.0,No,No,,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,No,,No,155.0,278.0,
0020-JDNXP,0,0.0,Yes,Yes,34.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,,,61.25,No,2.0,,114.0,,
3752-CQSJI,0,0.0,Yes,Yes,,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,,Mailed check,20.45,No,1.0,,102.0,,
5025-GOOKI,0,,,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,Yes,,18.9,No,,Yes,61.0,60.0,193.0
4698-KVLLG,0,1.0,,No,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,No,0.0,,147.0,107.0,595.0
5095-AESKG,0,0.0,Yes,No,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,Credit card (automatic),91.5,Yes,,No,,,
2887-JPYLU,0,0.0,,Yes,41.0,,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,No,1.0,Yes,144.0,148.0,557.0
4770-QAZXN,0,0.0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,No,Credit card (automatic),19.45,No,0.0,Yes,,,
4896-CPRPF,1,0.0,,Yes,35.0,,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),25.45,No,2.0,,,101.0,
1871-MOWRM,1,0.0,Yes,No,12.0,Yes,No,,Yes,No,No,Yes,No,,Month-to-month,,Bank transfer (automatic),80.85,Yes,0.0,No,42.0,33.0,
9714-EDSUC,1,0.0,No,No,,Yes,No,Fiber optic,Yes,,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,No,,,,13.0,36.0
2027-OAQQC,0,0.0,No,No,,,No phone service,,No,No,Yes,No,Yes,,Month-to-month,,Bank transfer (automatic),49.05,Yes,0.0,Yes,,,588.0
0282-NVSJS,0,1.0,Yes,Yes,12.0,,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,,,29.3,No,,,,,
9090-SGQXL,1,1.0,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,,,Yes,Month-to-month,Yes,Electronic check,105.3,Yes,0.0,,354.0,321.0,
6595-YGXIT,1,1.0,No,No,25.0,Yes,Yes,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,Yes,0.0,,7.0,,239.0
9835-ZIITK,1,1.0,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,,One year,,Electronic check,110.85,Yes,0.0,Yes,,,658.0
8008-ESFLK,0,,Yes,No,,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,No,,No,,,454.0
7537-CBQUZ,1,1.0,No,,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,,Month-to-month,Yes,Bank transfer (automatic),109.4,No,0.0,No,,132.0,
1555-DJEQW,0,0.0,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,Yes,,Yes,466.0,370.0,904.0
5649-TJHOV,1,1.0,Yes,No,27.0,,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,Yes,0.0,,128.0,151.0,
0519-XUZJU,0,,No,No,,,No,Fiber optic,No,,No,No,No,No,Month-to-month,,Mailed check,70.75,Yes,0.0,Yes,,2.0,
3363-EWLGO,0,0.0,No,,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,No,,Yes,14.0,11.0,47.0
4750-UKWJK,0,1.0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,19.6,No,0.0,Yes,111.0,90.0,455.0
6338-AVWCY,1,,No,No,,No,No phone service,DSL,No,No,Yes,No,,No,Month-to-month,,,40.15,Yes,0.0,,,11.0,
1689-YQBYY,0,,No,Yes,,Yes,Yes,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,No,1.0,Yes,48.0,44.0,129.0
2959-FENLU,0,0.0,,No,,Yes,No,Fiber optic,No,No,Yes,No,No,,Month-to-month,Yes,Credit card (automatic),85.3,No,0.0,,35.0,33.0,
0708-LGSMF,1,0.0,Yes,No,13.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,,Electronic check,65.85,No,0.0,,50.0,48.0,142.0
9253-QXKBE,1,1.0,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,94.45,Yes,0.0,,,65.0,277.0
7634-HLQJR,0,,Yes,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,No,,,,184.0,595.0
0487-RPVUM,1,0.0,Yes,,,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,,,Month-to-month,No,,99.4,No,,,134.0,142.0,
4079-ULGFR,1,,,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,,,No internet service,Month-to-month,,Mailed check,20.0,No,0.0,,60.0,54.0,146.0
2516-XSJKX,0,0.0,,Yes,,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,,Electronic check,78.45,No,4.0,,108.0,,
0057-QBUQH,0,0.0,No,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,,,No internet service,Two year,,Electronic check,25.1,No,1.0,Yes,91.0,,
9445-SZLCH,0,0.0,Yes,Yes,36.0,,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Bank transfer (automatic),97.35,Yes,1.0,,277.0,,487.0
6599-SFQVE,0,0.0,No,No,6.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,,Electronic check,55.0,No,,,19.0,,
8331-ZXFOE,0,0.0,No,No,58.0,Yes,Yes,DSL,Yes,Yes,Yes,,No,No,One year,,Credit card (automatic),71.1,No,0.0,Yes,,190.0,
4003-FUSHP,1,0.0,No,No,19.0,Yes,No,DSL,No,No,No,Yes,,No,Month-to-month,,Credit card (automatic),61.55,No,0.0,Yes,70.0,65.0,240.0
0356-ERHVT,1,,Yes,No,11.0,,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,No,0.0,,22.0,33.0,
7325-ENZFI,0,0.0,,No,39.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,No,0.0,,,,
4884-ZTHVF,0,,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,,87.1,No,,,,,104.0
3920-HIHMQ,0,0.0,No,,26.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,No,2.0,,,68.0,219.0
3055-OYMSE,0,1.0,No,No,53.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,No,0.0,Yes,138.0,157.0,
7568-PODML,1,,No,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,,45.3,Yes,0.0,,5.0,,9.0
4458-KVRBJ,1,,No,No,59.0,,Yes,No,No internet service,No internet service,No internet service,,,,Two year,,Mailed check,25.0,No,0.0,Yes,,213.0,774.0
5349-IECLD,1,,,No,2.0,,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,94.95,Yes,0.0,,5.0,,
1397-XKKWR,1,0.0,,,7.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,,35.3,No,,,,21.0,
3945-GFWQL,0,0.0,No,Yes,,Yes,No,DSL,No,No,No,No,,No,Month-to-month,Yes,Electronic check,44.55,Yes,,Yes,16.0,13.0,98.0
8097-OMULG,1,,,Yes,59.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),76.75,No,1.0,,215.0,213.0,641.0
6013-BHCAW,1,0.0,Yes,Yes,,Yes,Yes,DSL,No,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,No,2.0,Yes,158.0,,737.0
0401-WDBXM,1,0.0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,No,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,No,,Yes,209.0,146.0,633.0
3387-PLKUI,0,0.0,Yes,Yes,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,,Mailed check,18.8,No,1.0,,,36.0,142.0
