id,emirates,established_year,furnish_status,monthly_rent_aed,num_of_bathroom,num_of_parking_space,num_of_rooms,property_facilities,property_location,property_name,property_size,property_type
14818,Dubai,,Fully Furnished,1014.0,2.0,1.0,3,"Barbeque area, Security, Sauna, Parking, Playground, Gymnasium, Squash Court, Minimart, Swimming Pool, Tennis Court, Lift, Club house",Dubai - Jumeirah,Heritage Condominiun,1177.0,Condominium
8933,Abu Dhabi,2018.0,Fully Furnished,1404.0,2.0,2.0,3.0,"Parking, Minimart, Playground, Swimming Pool, Gymnasium, Squash Court, Security, Tennis Court, Jogging Track, Air-Cond, Washing Machine",Abu Dhabi - Grayteesah,The Greens (Residensi Hijauan) @ Subang West,915.0,Condominium
5270,Dubai,,Fully Furnished,1248.0,2.0,2.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Murar,Vista Komanwel A,1224.0,Condominium
10889,Dubai,,Partially Furnished,897.0,1.0,1.0,2,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Parking, Tennis Court, Squash Court, Jogging Track, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Air-Cond, Cooking Allowed, Near MRT, Internet, Washing Machine",Dubai - Al Murar,Bukit OUG Condominium,750.0,Condominium
9555,Abu Dhabi,2003.0,Fully Furnished,1404.0,2.0,1.0,3.0,"Swimming Pool, Minimart, Parking, Security, Lift, Playground, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Nazwah,Pelangi Damansara,1044.0,Condominium
15820,Abu Dhabi,2013.0,Partially Furnished,936.0,2.0,2.0,3.0,"Swimming Pool, Parking, Gymnasium, Minimart, Security, Playground, Jogging Track, Lift, Multipurpose hall, Squash Court, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Hebiah,Mutiara Ville @ Cyberjaya,1099.0,Condominium
15936,Dubai,,Not Furnished,585.0,2.0,1.0,3,,Dubai - Rigga Al Buteen,Jalan Matang 2 Taman Sri Kuching,764.0,Others
17723,Dubai,,Partially Furnished,936.0,2.0,1.0,3,"Parking, Security, Lift, Playground, Minimart, Gymnasium, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Murar,PPA1M Bukit Jalil,1200.0,Apartment
6840,Abu Dhabi,2018.0,Fully Furnished,1248.0,2.0,,3.0,"Parking, Playground, Swimming Pool, Multipurpose hall, Gymnasium, Barbeque area, Sauna, Security, Minimart, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Yufrah,Sfera Residency,978.0,Apartment
16173,Abu Dhabi,,Fully Furnished,1872.0,2.0,2.0,3.0,"Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Washing Machine",Abu Dhabi - Lehbab,,815.0,Service Residence
9765,Abu Dhabi,2014.0,Fully Furnished,936.0,2.0,2.0,3.0,"Playground, Barbeque area, Sauna, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Parking, Lift, Cooking Allowed, Near MRT, Air-Cond, Washing Machine",Abu Dhabi - Jabal Ali,Amara Service Residences,960.0,Service Residence
12518,Dubai,,Not Furnished,1170.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track, Cooking Allowed, Near MRT",Dubai - Jumeirah,Residensi Vista Wirajaya,850.0,Condominium
3866,Dubai,2016.0,Partially Furnished,1170.0,2.0,,3,,Dubai - Port Saeed,Zeta Deskye Residence,1037.0,Condominium
2570,Dubai,,Not Furnished,663.0,2.0,,3,"Lift, Parking, Near MRT",Dubai - Al Nahda,Pandan Ria Apartment (Block D),650.0,Apartment
9993,Abu Dhabi,2020.0,Partially Furnished,1404.0,2.0,,3.0,"Swimming Pool, Tennis Court, Squash Court, Jogging Track, Parking, Security, Playground, Lift, Gymnasium, Barbeque area, Minimart, Sauna, Multipurpose hall, Club house, Air-Cond",Abu Dhabi - Grayteesah,Geo@Bukit Rimau,875.0,Service Residence
15873,Abu Dhabi,2015.0,Partially Furnished,1170.0,2.0,,2.0,"Security, Lift, Minimart, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Me'aisem,Empire City,1000.0,Condominium
14115,Dubai,,Partially Furnished,935.22,2.0,,3,"Parking, Gymnasium, Minimart, Playground, Security, Multipurpose hall, Barbeque area, Sauna",Dubai - Al Wasl,Bukit Segambut,995.0,Apartment
17749,Abu Dhabi,2017.0,Partially Furnished,1170.0,2.0,,1.0,,Abu Dhabi - Grayteesah,i-Soho @ i-City,710.0,Others
564,Dubai,2007.0,Fully Furnished,1404.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Jumeirah,Putra Villa,1125.0,Condominium
3255,Abu Dhabi,,Not Furnished,780.0,2.0,1.0,3.0,"Parking, Jogging Track, Security, Swimming Pool",Abu Dhabi - Bu Kadra,saujana apartment,700.0,Apartment
9201,Abu Dhabi,,Fully Furnished,936.0,2.0,,3.0,"Security, Minimart, Gymnasium, Swimming Pool, Parking, Jogging Track, Playground, Barbeque area, Lift, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,Serdang Skyvillas,960.0,Apartment
4139,Abu Dhabi,2008.0,Partially Furnished,936.0,2.0,1.0,3.0,,Abu Dhabi - Mereiyeel,Puteri Bayu Apartments (Bayu Puteri),900.0,Apartment
5760,Dubai,2019.0,Fully Furnished,3120.0,2.0,2.0,3,,Dubai - Al Shindagha,Inwood Residences @ Pantai Sentral Park,1235.0,Condominium
15409,Abu Dhabi,,Partially Furnished,741.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Yufrah,Suria Permai,870.0,Apartment
10002,Abu Dhabi,,Not Furnished,507.0,2.0,,3.0,"Parking, Security, Swimming Pool, Playground, Cooking Allowed, Near MRT",Abu Dhabi - Bu Kadra,saujana apartment,850.0,Apartment
4206,Abu Dhabi,,Partially Furnished,702.0,2.0,1.0,3.0,"Security, Swimming Pool, Playground, Gymnasium, Parking, Lift, Jogging Track, Near MRT",Abu Dhabi - Al Yufrah,Belimbing Heights,1000.0,Condominium
16840,Abu Dhabi,2017.0,Fully Furnished,1872.0,2.0,,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Meryal,Amerin Residence,1363.0,Service Residence
1065,Abu Dhabi,2010.0,Fully Furnished,1326.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Jabal Ali,Banjaria Court,991.0,Condominium
6933,Abu Dhabi,2017.0,Fully Furnished,1404.0,1.0,1.0,1.0,"Security, Lift, Playground, Parking, Swimming Pool, Gymnasium, Sauna, Jogging Track, Washing Machine, Cooking Allowed, Air-Cond, Near MRT",Abu Dhabi - Al Yufrah,Dreamcity,550.0,Condominium
2670,Abu Dhabi,,Partially Furnished,1092.0,2.0,1.0,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Sauna, Air-Cond, Near MRT, Cooking Allowed",Abu Dhabi - Al Barsha South,B11 Parkland Residence,704.0,Service Residence
17502,Abu Dhabi,,Partially Furnished,1326.0,2.0,1.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Squash Court, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Mereiyeel,Koi Kinrara,1072.0,Condominium
4667,Abu Dhabi,,Fully Furnished,1404.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Washing Machine, Cooking Allowed, Air-Cond, Internet, Near MRT",Abu Dhabi - Enkhali,Highpark Suites,603.0,Condominium
2096,Abu Dhabi,2022.0,Fully Furnished,935.22,1.0,,2.0,"Squash Court, Sauna, Parking, Minimart, Lift, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Barbeque area, Air-Cond, Cooking Allowed",Abu Dhabi - Nadd Al Shiba,Horizon Suites,480.0,Service Residence
7911,Dubai,2009.0,Fully Furnished,1403.22,2.0,1.0,2,"Security, Squash Court, Gymnasium, Barbeque area, Swimming Pool, Tennis Court, Club house",Dubai - Port Saeed,Viva Residency,850.0,Condominium
15295,Dubai,,Fully Furnished,975.0,2.0,1.0,3,"Parking, Barbeque area, Playground, Swimming Pool, Lift, Security, Jogging Track, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Rigga,Prisma Perdana,817.0,Condominium
4505,Abu Dhabi,,Partially Furnished,936.0,2.0,,3.0,"Playground, Jogging Track, Parking, Security",Abu Dhabi - Lehbab,Azaria Apartments,850.0,Apartment
3393,Abu Dhabi,,Fully Furnished,1014.0,2.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Air-Cond, Cooking Allowed",Abu Dhabi - Al Marmoom,,900.0,Apartment
930,Dubai,2021.0,Fully Furnished,975.0,1.0,,1,"Swimming Pool, Multipurpose hall, Security, Gymnasium, Barbeque area, Lift, Playground, Jogging Track, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Al Rigga,Lavile,250.0,Service Residence
11135,Abu Dhabi,2017.0,Fully Furnished,1248.0,2.0,2.0,2.0,"Parking, Security, Lift, Playground, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Meryal,Amerin Residence,913.0,Service Residence
18225,Dubai,,Partially Furnished,1248.0,2.0,1.0,3,"Playground, Parking, Multipurpose hall, Security, Lift, Swimming Pool, Barbeque area, Air-Cond, Cooking Allowed, Near MRT, Internet",Dubai - Umm Al Sheif,Residensi Desa Satumas,850.0,Condominium
12285,Dubai,2023.0,Partially Furnished,1404.0,2.0,2.0,3,"Jogging Track, Barbeque area, Playground, Tennis Court, Multipurpose hall, Lift, Parking, Security, Swimming Pool, Gymnasium, Minimart, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Rigga,M Vertica,850.0,Condominium
686,Abu Dhabi,1998.0,Fully Furnished,1248.0,1.0,1.0,1.0,"Gymnasium, Lift, Parking, Security, Minimart, Barbeque area, Playground, Swimming Pool, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Grayteesah,Sri Acappella Serviced Apartments,740.0,Service Residence
5714,Abu Dhabi,2015.0,Fully Furnished,1716.0,2.0,2.0,3.0,"Security, Playground, Lift, Parking, Swimming Pool, Multipurpose hall, Barbeque area, Gymnasium, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Mereiyeel,SkyPod Residences,1033.0,Service Residence
17572,Dubai,2020.0,Partially Furnished,1404.0,2.0,2.0,3,"Barbeque area, Swimming Pool, Parking, Security, Multipurpose hall, Sauna, Lift, Playground, Gymnasium, Air-Cond, Internet, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Murar,Paraiso @ The Earth Bukit Jalil,960.0,Condominium
12073,Abu Dhabi,2014.0,Partially Furnished,858.0,1.0,1.0,1.0,"Parking, Security, Minimart, Playground, Gymnasium, Jogging Track, Barbeque area, Lift, Swimming Pool, Multipurpose hall, Club house, Air-Cond, Cooking Allowed",Abu Dhabi - Grayteesah,Vista Alam Serviced Apartment,660.0,Service Residence
9452,Abu Dhabi,,Not Furnished,507.0,2.0,,3.0,"Minimart, Parking, Cooking Allowed",Abu Dhabi - Al Yufrah,Pangsapuri Kota Impian,700.0,Others
2699,Abu Dhabi,,Not Furnished,546.0,2.0,3.0,3.0,"Parking, Playground, Minimart, Jogging Track, Cooking Allowed",Abu Dhabi - Al Meryal,Pangsapuri Prima Cempaka,650.0,Others
3832,Abu Dhabi,2018.0,Fully Furnished,1326.0,2.0,2.0,3.0,"Parking, Minimart, Jogging Track, Barbeque area, Club house, Playground, Security, Multipurpose hall, Sauna, Gymnasium, Swimming Pool",Abu Dhabi - Lehbab,Maple Residences,883.0,Service Residence
544,Abu Dhabi,2017.0,Partially Furnished,1014.0,2.0,,2.0,"Parking, Jogging Track, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",Abu Dhabi - Al Yufrah,SK One Residence,966.0,Service Residence
4533,Abu Dhabi,2023.0,Partially Furnished,1287.0,3.0,3.0,4.0,"Parking, Air-Cond",Abu Dhabi - Grayteesah,Creative Variety: Houses at Jalan Lombong Perak,1700.0,Others
12843,Dubai,2021.0,Not Furnished,1950.0,2.0,2.0,3,"Playground, Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Barbeque area, Sauna",Dubai - Al Wasl,The Era,1023.0,Service Residence
2388,Dubai,2017.0,Not Furnished,1053.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Business Bay,Maxim Citilights,1095.0,Service Residence
14533,Abu Dhabi,,Partially Furnished,663.0,2.0,1.0,3.0,,Abu Dhabi - Mugatrah,Angsana Apartment (USJ 1),700.0,Apartment
2688,Dubai,2013.0,Fully Furnished,2730.0,3.0,2.0,3,"Security, Playground, Swimming Pool, Sauna, Squash Court, Barbeque area, Gymnasium",Dubai - Abu Hail,6 CapSquare,1637.0,Condominium
2400,Abu Dhabi,2013.0,Partially Furnished,935.22,2.0,2.0,3.0,"Playground, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Lift, Security, Parking, Club house, Minimart, Air-Cond, Near MRT, Cooking Allowed",Abu Dhabi - Al Meryal,Pearl Avenue,1101.0,Condominium
6153,Abu Dhabi,,Partially Furnished,934.44,2.0,2.0,3.0,"Squash Court, Playground, Minimart, Jogging Track, Parking, Swimming Pool, Lift, Sauna, Security, Cooking Allowed, Air-Cond, Washing Machine",Abu Dhabi - Al O'shoosh,"Selangorku PR1MA Lakefront Homes , Cyberjaya",850.0,Apartment
12283,Abu Dhabi,2021.0,Partially Furnished,936.0,2.0,2.0,3.0,"Playground, Swimming Pool, Parking, Security, Gymnasium, Lift, Minimart, Multipurpose hall, Washing Machine",Abu Dhabi - Al Meryal,Vista Bangi,850.0,Condominium
14011,Abu Dhabi,2015.0,Partially Furnished,585.0,2.0,1.0,3.0,,Abu Dhabi - Me'aisem,Flora Damansara,750.0,Condominium
8041,Dubai,,Partially Furnished,1170.0,2.0,1.0,3,"Playground, Parking, Security, Minimart, Swimming Pool, Barbeque area",Dubai - Zabeel,Sri Kenangan,1250.0,Condominium
12305,Dubai,1997.0,Fully Furnished,1794.0,2.0,1.0,3,"Playground, Parking, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Umm Al Sheif,Desa Green,935.0,Service Residence
16023,Abu Dhabi,2017.0,Fully Furnished,1560.0,1.0,1.0,1.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Merkad,H2O Residences,450.0,Service Residence
746,Dubai,2020.0,Partially Furnished,1170.0,2.0,1.0,3,"Parking, Minimart, Gymnasium, Squash Court, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track, Air-Cond, Cooking Allowed",Dubai - Business Bay,Sentul Point Suite Apartment,850.0,Condominium
9936,Dubai,,Not Furnished,702.0,1.0,,3,"Lift, Parking, Cooking Allowed",Dubai - Jumeirah,Taman Setapak Indah Jaya,650.0,Others
1277,Dubai,,Fully Furnished,3744.0,2.0,1.0,2,"Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Swimming Pool, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Al Nahda,,990.0,Service Residence
2786,Abu Dhabi,2000.0,Partially Furnished,663.0,1.0,,1.0,"Gymnasium, Parking, Security, Playground, Swimming Pool, Minimart, Jogging Track, Barbeque area, Tennis Court",Abu Dhabi - Al Mankhool,Oakleaf Park,588.0,Condominium
2296,Dubai,,Partially Furnished,1248.0,2.0,1.0,3,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Gymnasium, Club house, Jogging Track, Air-Cond, Cooking Allowed",Dubai - Rigga Al Buteen,Tuan Residency,878.0,Service Residence
5166,Dubai,,Fully Furnished,1248.0,1.0,2.0,1,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Gymnasium, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Rigga,Queensville,526.0,Condominium
13481,Abu Dhabi,2016.0,Fully Furnished,1287.0,1.0,,1.0,"Jogging Track, Playground, Gymnasium, Parking, Swimming Pool, Multipurpose hall",Abu Dhabi - Grayteesah,"Tropicana Metropark, Subang Jaya",599.0,Others
7527,Abu Dhabi,,Fully Furnished,9360.0,3.0,2.0,3.0,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium, Club house, Air-Cond, Near MRT, Washing Machine, Internet, Cooking Allowed",Abu Dhabi - Al Meryal,Residensi Idaman Abadi Fasa 1&2,1045.0,Condominium
12871,Abu Dhabi,2014.0,Fully Furnished,1248.0,2.0,2.0,2.0,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Abu Dhabi - Al Hebiah,Mirage By The Lake,1068.0,Condominium
12598,Abu Dhabi,2013.0,Partially Furnished,1014.0,2.0,2.0,3.0,"Swimming Pool, Parking, Gymnasium, Minimart, Security, Playground, Jogging Track, Air-Cond, Cooking Allowed, Washing Machine",Abu Dhabi - Al Hebiah,Mutiara Ville @ Cyberjaya,1099.0,Condominium
7969,Abu Dhabi,,Fully Furnished,1950.0,2.0,1.0,3.0,"Sauna, Gymnasium, Squash Court, Minimart, Swimming Pool, Lift, Playground, Parking, Security",Abu Dhabi - Nazwah,Cascades Residences @ Kota Damansara,1008.0,Condominium
6355,Abu Dhabi,2021.0,Partially Furnished,1092.0,2.0,,3.0,,Abu Dhabi - Al Hebiah,Lakefront Homes @ Cyberjaya,1010.0,Condominium
6967,Dubai,,Partially Furnished,1404.0,2.0,,3,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Cooking Allowed, Near MRT, Washing Machine",Dubai - Jumeirah,Residensi Vista Wirajaya,900.0,Apartment
10209,Dubai,,Partially Furnished,780.0,2.0,1.0,3,"Air-Cond, Cooking Allowed",Dubai - Al Rigga,Aliran Damai Apartments,1000.0,Apartment
12829,Abu Dhabi,2017.0,Fully Furnished,2184.0,2.0,1.0,3.0,"Gymnasium, Minimart, Parking, Security, Squash Court, Sauna, Swimming Pool, Jogging Track, Playground, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Abu Dhabi - Al Merkad,Maisson Ara Damansara,1020.0,Service Residence
17665,Dubai,2023.0,Partially Furnished,1560.0,2.0,1.0,3,"Multipurpose hall, Tennis Court, Jogging Track, Lift, Parking, Security, Playground, Barbeque area, Swimming Pool",Dubai - Al Rigga,M Vertica,850.0,Condominium
15914,Dubai,2018.0,Partially Furnished,1794.0,2.0,2.0,3,"Lift, Security, Parking, Swimming Pool, Gymnasium, Sauna, Squash Court, Tennis Court, Multipurpose hall, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Port Saeed,Eco Sky,1227.0,Service Residence
6676,Abu Dhabi,2022.0,Partially Furnished,858.0,1.0,1.0,2.0,"Multipurpose hall, Jogging Track, Gymnasium, Lift, Swimming Pool, Security, Playground, Cooking Allowed, Near MRT",Abu Dhabi - Al Meryal,Canopy Hills,600.0,Condominium
5136,Abu Dhabi,2010.0,Partially Furnished,1248.0,2.0,2.0,2.0,"Playground, Gymnasium, Security, Barbeque area, Sauna, Minimart, Swimming Pool, Near MRT, Cooking Allowed",Abu Dhabi - Umm Nahad,3 Residen,1098.0,Condominium
9075,Abu Dhabi,2001.0,Partially Furnished,936.0,2.0,,3.0,"Security, Barbeque area, Parking, Playground",Abu Dhabi - Al Barsha South,Pangsapuri Cengal,850.0,Condominium
3738,Abu Dhabi,2017.0,Partially Furnished,936.0,2.0,1.0,3.0,"Squash Court, Security, Swimming Pool, Jogging Track, Multipurpose hall, Parking, Lift, Playground, Gymnasium, Barbeque area, Cooking Allowed",Abu Dhabi - Al Meryal,Sutera Pines,1118.0,Condominium
1769,Abu Dhabi,,Not Furnished,741.0,2.0,,3.0,"Security, Parking, Playground",Abu Dhabi - Mereiyeel,Sri Cempaka (Bandar Puchong Jaya),800.0,Apartment
11182,Dubai,2005.0,Partially Furnished,1170.0,2.0,1.0,3,"Parking, Playground, Barbeque area, Minimart, Gymnasium, Security, Swimming Pool, Lift, Washing Machine, Cooking Allowed, Air-Cond",Dubai - Zabeel,Wangsa Metroview,1200.0,Condominium
15219,Dubai,2021.0,Partially Furnished,1092.0,2.0,1.0,3,"Parking, Security, Lift, Minimart, Cooking Allowed",Dubai - Al Ttay,Residensi Gurneymas,825.0,Apartment
4658,Dubai,,Partially Furnished,936.0,2.0,1.0,3,"Minimart, Jogging Track, Parking, Swimming Pool, Gymnasium, Security, Near MRT",Dubai - Al Rigga,Putra Suria Residence,748.0,Condominium
2667,Dubai,2015.0,Fully Furnished,1365.0,2.0,2.0,3,"Barbeque area, Sauna, Lift, Swimming Pool, Multipurpose hall, Parking, Security, Playground, Gymnasium, Minimart, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Trade Centre 1,The Court @ Central Residence,1089.0,Service Residence
15714,Abu Dhabi,,Partially Furnished,624.0,2.0,1.0,3.0,"Parking, Lift, Security, Playground, Minimart, Multipurpose hall, Jogging Track, Club house, Air-Cond, Cooking Allowed, Near MRT",Abu Dhabi - Al Meryal,Sri Cempaka Apartment,947.0,Apartment
3793,Dubai,2017.0,Fully Furnished,1560.0,2.0,2.0,4,"Minimart, Playground, Gymnasium, Security, Swimming Pool, Parking, Air-Cond, Cooking Allowed, Near MRT, Washing Machine",Dubai - Zabeel,Seasons Garden Residences @ Wangsa Maju,850.0,Apartment
12100,Abu Dhabi,2006.0,Not Furnished,78.0,3.0,1.0,3.0,Parking,Abu Dhabi - Grayteesah,Kristal Heights (Shah Alam),1000.0,Condominium
18213,Abu Dhabi,2019.0,Partially Furnished,1209.0,2.0,,3.0,"Minimart, Security, Playground, Gymnasium, Parking, Swimming Pool, Air-Cond, Cooking Allowed",Abu Dhabi - Al Fagaa,Legendview Rawang Condominium,830.0,Condominium
10604,Dubai,2015.0,Fully Furnished,1716.0,2.0,,5,"Playground, Gymnasium, Security, Minimart, Sauna, Lift, Parking, Swimming Pool, Air-Cond, Washing Machine",Dubai - Al Rigga,Suasana Lumayan,1364.0,Condominium
11365,Abu Dhabi,,Partially Furnished,1170.0,2.0,2.0,3.0,,Abu Dhabi - Mereiyeel,Saville @  D'lake,1130.0,Service Residence
12003,Abu Dhabi,,Partially Furnished,507.0,2.0,,3.0,"Parking, Security, Playground, Cooking Allowed",Abu Dhabi - Al Barsha South,Pendekar,650.0,Apartment
5248,Dubai,2015.0,Fully Furnished,2028.0,2.0,1.0,2,"Swimming Pool, Multipurpose hall, Security, Gymnasium, Parking, Lift, Playground, Barbeque area, Minimart, Sauna, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Corniche Deira,G Residence @ Desa Pandan,1087.0,Service Residence
10722,Abu Dhabi,,Not Furnished,858.0,1.0,2.0,2.0,,Abu Dhabi - Al Marmoom,Hillpark Residence,823.0,Service Residence
1799,Abu Dhabi,2014.0,Fully Furnished,1170.0,2.0,,2.0,"Security, Lift, Minimart, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Air-Cond, Cooking Allowed, Washing Machine, Near MRT",Abu Dhabi - Al Hebiah,The Place @ Cyberjaya,990.0,Condominium
4427,Dubai,,Fully Furnished,1482.0,2.0,1.0,3,,Dubai - Rigga Al Buteen,Tuan Residency,805.0,Service Residence
9845,Dubai,,Fully Furnished,897.0,2.0,,4,"Minimart, Parking, Playground, Cooking Allowed, Near MRT, Washing Machine",Dubai - Al Rigga,Sri Penara,650.0,Apartment
11935,Abu Dhabi,,Fully Furnished,858.0,2.0,,3.0,"Parking, Playground, Squash Court, Cooking Allowed, Washing Machine, Internet",Abu Dhabi - Grayteesah,Pangsapuri Seroja @ Setia Alam,650.0,Apartment
484,Abu Dhabi,2003.0,Partially Furnished,975.0,2.0,1.0,3.0,"Parking, Security, Minimart, Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall, Cooking Allowed, Near MRT",Abu Dhabi - Nazwah,Pelangi Damansara,932.0,Condominium
11617,Dubai,2004.0,Fully Furnished,1053.0,2.0,1.0,2,,Dubai - Al Qusais,Vista Magna,850.0,Apartment
3775,Dubai,2009.0,Fully Furnished,2340.0,2.0,1.0,2,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Cooking Allowed, Washing Machine",Dubai - Mirdif,Solaris Dutamas Designer Suites,1145.0,Condominium
5182,Dubai,,Fully Furnished,5460.0,4.0,2.0,5,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, 10, 11, Lift, Parking, Air-Cond, Cooking Allowed, Near MRT, Washing Machine, Internet",Dubai - Mirdif,,1830.0,Condominium
3202,Dubai,,Partially Furnished,858.0,2.0,1.0,3,"Gymnasium, Playground, Squash Court, Security, Minimart, Jogging Track, Lift, Parking, Swimming Pool, Cooking Allowed, Near MRT",Dubai - Al Khawaneej,Residensi Seri Wahyu @ Jalan Kuching KL,805.0,Apartment
5381,Abu Dhabi,,Not Furnished,585.0,2.0,,4.0,"Minimart, Parking, Playground",Abu Dhabi - Mereiyeel,Enggang Apartment,800.0,Apartment
7042,Abu Dhabi,,Partially Furnished,624.0,2.0,,3.0,"Lift, Cooking Allowed",Abu Dhabi - Al Mankhool,Rumah Pangsa Saga (Saga Suria),650.0,Others
6251,Abu Dhabi,2000.0,Partially Furnished,780.0,2.0,,3.0,"Security, Playground, Parking, Minimart, Jogging Track, Air-Cond, Cooking Allowed",Abu Dhabi - Al Barsha South,Pangsapuri Kempas,850.0,Apartment
15412,Abu Dhabi,2019.0,Fully Furnished,936.0,1.0,1.0,1.0,"Parking, Security, Minimart, Gymnasium, Swimming Pool, Jogging Track, Sauna, Playground, Squash Court, Air-Cond, Near MRT, Washing Machine",Abu Dhabi - Al Barsha South,Saville @ Cheras,359.0,Service Residence
18449,Dubai,2021.0,Partially Furnished,702.0,2.0,1.0,3,"Gymnasium, Jogging Track, Playground, Barbeque area, Security, Swimming Pool, Parking, Lift, Sauna, Minimart, Multipurpose hall, Club house, Air-Cond, Cooking Allowed, Near MRT",Dubai - Al Rigga,Majestic Maxim,820.0,Service Residence
